,cnt,doc,word
3218,3,42,139
3219,1,42,36
3220,5,42,109
3221,3,42,16
3222,5,42,128
3223,2,42,73
3224,3,42,124
3225,2,42,136
3226,2,42,80
3227,2,42,5
3228,1,42,53
3229,1,42,87
3230,1,42,42
3231,1,42,91
3232,2,42,69
3233,1,42,143
3234,2,42,132
3235,1,42,83
3236,1,42,78
3237,3,42,100
3238,2,42,129
3239,1,42,23
3240,2,42,133
3241,2,42,59
3242,2,42,63
3243,3,42,70
3244,2,42,31
3245,3,42,32
3246,2,42,66
3247,2,42,67
3248,1,42,15
3249,2,42,122
3250,3,42,19
3251,2,42,137
3252,1,42,98
3253,3,42,37
3254,1,42,106
3255,1,42,141
3256,3,42,28
3257,2,42,99
3258,1,42,92
3259,1,42,41
3260,2,42,11
3261,1,42,34
3262,3,42,134
3263,1,42,90
3264,1,42,77
3265,1,42,74
3266,1,42,94
3267,1,42,55
3268,1,42,39
3269,1,42,108
3270,1,42,130
3271,1,42,38
3272,1,42,97
3273,1,42,58
3274,1,42,102
3275,1,42,14
3276,1,42,95
3277,1,42,140
3278,1,42,8
3279,1,42,113
3280,1,42,43
3281,1,42,50
3282,2,43,66
3283,1,43,19
3284,4,43,116
3285,3,43,28
3286,3,43,42
3287,2,43,143
3288,2,43,52
3289,2,43,134
3290,4,43,115
3291,6,43,11
3292,2,43,89
3293,1,43,63
3294,1,43,23
3295,1,43,48
3296,5,43,78
3297,1,43,26
3298,1,43,39
3299,1,43,14
3300,5,43,137
3301,6,43,67
3302,3,43,132
3303,3,43,37
3304,1,43,82
3305,3,43,9
3306,1,43,8
3307,1,43,18
3308,1,43,65
3309,2,43,76
3310,2,43,108
3311,3,43,144
3312,2,43,127
3313,1,43,129
3314,3,43,45
3315,3,43,61
3316,3,43,107
3317,1,43,94
3318,1,43,16
3319,3,43,13
3320,1,43,105
3321,2,43,93
3322,1,43,88
3323,2,43,80
3324,1,43,86
3325,1,43,57
3326,1,43,85
3327,1,43,62
3328,5,43,90
3329,1,43,47
3330,3,43,70
3331,1,43,141
3332,1,43,139
3333,2,43,128
3334,1,43,31
3335,2,43,135
3336,2,43,22
3337,2,43,69
3338,1,43,77
3339,1,43,84
3340,1,43,79
3341,2,43,74
3342,1,43,32
3343,2,43,92
3344,2,43,40
3345,1,43,53
3346,1,43,103
3347,1,43,98
3348,1,43,73
3349,1,43,91
3350,1,43,6
3351,2,43,100
3352,1,43,68
3353,1,43,43
3354,1,43,102
3355,1,43,81
3356,3,44,94
3357,6,44,66
3358,4,44,18
3359,2,44,3
3360,3,44,128
3361,3,44,93
3362,1,44,28
3363,3,44,99
3364,7,44,141
3365,3,44,31
3366,2,44,132
3367,6,44,109
3368,1,44,34
3369,1,44,68
3370,4,44,111
3371,2,44,6
3372,1,44,74
3373,3,44,140
3374,4,44,16
3375,1,44,119
3376,1,44,125
3377,1,44,29
3378,2,44,39
3379,2,44,123
3380,1,44,33
3381,1,44,70
3382,2,44,27
3383,4,44,9
3384,2,44,142
3385,2,44,57
3386,3,44,14
3387,1,44,59
3388,1,44,76
3389,3,44,37
3390,4,44,101
3391,3,44,129
3392,3,44,77
3393,7,44,79
3394,3,44,121
3395,2,44,42
3396,1,44,92
3397,1,44,102
3398,1,44,63
3399,5,44,32
3400,2,44,40
3401,1,44,24
3402,3,44,139
3403,2,44,85
3404,3,44,95
3405,1,44,112
3406,2,44,103
3407,8,44,41
3408,1,44,52
3409,3,44,124
3410,3,44,108
3411,3,44,117
3412,3,44,1
3413,1,44,136
3414,3,44,11
3415,1,44,78
3416,1,44,82
3417,1,44,55
3418,5,44,45
3419,2,44,89
3420,4,44,90
3421,6,44,5
3422,2,44,91
3423,2,44,127
3424,1,44,106
3425,1,44,25
3426,7,44,47
3427,2,44,75
3428,2,44,15
3429,2,44,60
3430,3,44,69
3431,2,44,19
3432,1,44,50
3433,1,44,38
3434,1,44,133
3435,2,44,62
3436,1,44,54
3437,2,44,98
3438,2,44,22
3439,2,44,26
3440,1,44,61
3441,1,44,83
3442,1,44,113
3443,1,44,13
3444,1,44,107
3445,1,44,46
3446,1,44,44
3447,1,44,84
3448,1,44,8
3449,2,44,134
3450,1,44,144
3451,1,44,138
3452,1,44,135
3453,4,45,128
3454,1,45,94
3455,1,45,18
3456,3,45,32
3457,1,45,134
3458,1,45,140
3459,2,45,84
3460,2,45,100
3461,3,45,45
3462,2,45,109
3463,1,45,70
3464,1,45,102
3465,1,45,4
3466,1,45,125
3467,1,45,33
3468,1,45,113
3469,2,45,80
3470,2,45,101
3471,2,45,9
3472,1,45,58
3473,1,45,99
3474,2,45,65
3475,2,45,41
3476,2,45,5
3477,3,45,67
3478,1,45,6
3479,1,45,115
3480,1,45,108
3481,3,45,132
3482,1,45,72
3483,3,45,76
3484,1,45,142
3485,4,45,144
3486,2,45,131
3487,1,45,37
3488,3,45,16
3489,2,45,19
3490,1,45,27
3491,2,45,38
3492,1,45,110
3493,2,45,111
3494,1,45,47
3495,1,45,15
3496,2,45,121
3497,1,45,114
3498,2,45,73
3499,2,45,91
3500,1,45,34
3501,2,45,52
3502,2,45,66
3503,1,45,136
3504,1,45,21
3505,2,45,61
3506,1,45,77
3507,1,45,95
3508,1,45,81
3509,1,45,11
3510,1,45,75
3511,1,45,130
3512,1,45,54
3513,1,45,39
3514,1,45,42
3515,1,45,3
3516,2,45,79
3517,1,45,87
3518,1,45,85
3519,1,45,74
3520,1,45,116
3521,5,46,98
3522,1,46,80
3523,7,46,108
3524,4,46,90
3525,1,46,85
3526,4,46,31
3527,3,46,109
3528,4,46,70
3529,4,46,134
3530,2,46,139
3531,1,46,91
3532,2,46,19
3533,4,46,47
3534,2,46,57
3535,1,46,126
3536,3,46,28
3537,3,46,95
3538,2,46,29
3539,1,46,30
3540,3,46,121
3541,3,46,73
3542,3,46,52
3543,1,46,103
3544,6,46,140
3545,2,46,99
3546,4,46,102
3547,4,46,42
3548,5,46,45
3549,2,46,46
3550,1,46,78
3551,4,46,32
3552,1,46,20
3553,2,46,3
3554,1,46,141
3555,5,46,107
3556,2,46,138
3557,2,46,112
3558,3,46,11
3559,3,46,89
3560,2,46,67
3561,7,46,100
3562,2,46,6
3563,2,46,66
3564,3,46,94
3565,3,46,59
3566,1,46,37
3567,1,46,62
3568,1,46,41
3569,1,46,10
3570,1,46,25
3571,1,46,36
3572,2,46,64
3573,1,46,15
3574,1,46,125
3575,3,46,18
3576,1,46,17
3577,4,46,128
3578,5,46,9
3579,1,46,101
3580,1,46,137
3581,1,46,88
3582,2,46,144
3583,1,46,136
3584,2,46,104
3585,2,46,16
3586,3,46,132
3587,3,46,26
3588,2,46,86
3589,1,46,96
3590,1,46,106
3591,1,46,55
3592,1,46,82
3593,2,46,79
3594,1,46,75
3595,1,46,105
3596,1,46,65
3597,1,46,71
3598,1,46,35
3599,1,46,40
3600,1,46,81
3601,1,46,8
3602,1,46,127
3603,1,46,129
3604,1,46,5
3605,3,47,124
3606,2,47,94
3607,1,47,9
3608,1,47,123
3609,1,47,19
3610,3,47,28
3611,2,47,70
3612,5,47,32
3613,3,47,5
3614,2,47,97
3615,3,47,34
3616,2,47,100
3617,2,47,57
3618,3,47,114
3619,1,47,143
3620,1,47,63
3621,4,47,108
3622,2,47,78
3623,2,47,115
3624,2,47,54
3625,2,47,102
3626,4,47,141
3627,5,47,16
3628,1,47,86
3629,2,47,73
3630,1,47,29
3631,2,47,109
3632,4,47,11
3633,1,47,77
3634,1,47,22
3635,1,47,87
3636,5,47,116
3637,1,47,27
3638,3,47,103
3639,1,47,82
3640,1,47,37
3641,1,47,110
3642,4,47,18
3643,1,47,62
3644,1,47,79
3645,2,47,47
3646,1,47,35
3647,1,47,13
3648,2,47,31
3649,1,47,41
3650,2,47,17
3651,1,47,23
3652,1,47,125
3653,3,47,138
3654,1,47,3
3655,2,47,20
3656,4,47,42
3657,1,47,111
3658,1,47,104
3659,3,47,66
3660,1,47,106
3661,1,47,74
3662,1,47,30
3663,2,47,90
3664,1,47,128
3665,2,47,69
3666,1,47,129
3667,1,47,119
3668,1,47,92
3669,1,47,135
3670,1,47,132
3671,2,47,89
3672,1,47,130
3673,2,47,140
3674,1,47,142
3675,1,47,134
3676,1,47,51
3677,1,47,136
3678,1,47,137
3679,1,47,96
3680,1,47,144
3681,1,47,122
3682,2,47,67
3683,1,47,139
3684,1,47,75
3685,1,47,53
3686,7,48,109
3687,5,48,62
3688,5,48,95
3689,7,48,41
3690,6,48,140
3691,3,48,134
3692,4,48,107
3693,6,48,108
3694,1,48,67
3695,1,48,84
3696,3,48,5
3697,1,48,66
3698,6,48,57
3699,3,48,141
3700,1,48,24
3701,2,48,132
3702,3,48,81
3703,1,48,38
3704,2,48,79
3705,3,48,61
3706,2,48,83
3707,3,48,60
3708,1,48,46
3709,2,48,101
3710,2,48,16
3711,3,48,9
3712,4,48,131
3713,1,48,116
3714,1,48,3
3715,2,48,121
3716,3,48,103
3717,1,48,100
3718,3,48,11
3719,2,48,76
3720,3,48,47
3721,2,48,69
3722,1,48,36
3723,3,48,27
3724,4,48,112
3725,5,48,137
3726,1,48,138
3727,2,48,6
3728,3,48,128
3729,1,48,18
3730,2,48,22
3731,1,48,31
3732,1,48,118
3733,1,48,91
3734,2,48,105
3735,1,48,86
3736,1,48,144
3737,2,48,37
3738,5,48,99
3739,1,48,65
3740,2,48,98
3741,1,48,72
3742,2,48,29
3743,1,48,94
3744,2,48,32
3745,1,48,143
3746,2,48,136
3747,1,48,85
3748,3,48,39
3749,3,48,19
3750,2,48,70
3751,1,48,68
3752,1,48,17
3753,1,48,102
3754,1,48,40
3755,1,48,33
3756,1,48,54
3757,1,48,115
3758,1,48,117
3759,1,48,35
3760,1,48,15
3761,2,49,118
3762,4,49,31
3763,4,49,45
3764,1,49,128
3765,1,49,84
3766,1,49,76
3767,4,49,137
3768,1,49,9
3769,3,49,100
3770,6,49,42
3771,3,49,123
3772,4,49,98
3773,3,49,69
3774,3,49,107
3775,4,49,80
3776,2,49,87
3777,2,49,38
3778,5,49,52
3779,3,49,32
3780,2,49,109
3781,2,49,91
3782,3,49,5
3783,2,49,132
3784,1,49,60
3785,1,49,138
3786,3,49,70
3787,3,49,41
3788,1,49,62
3789,2,49,144
3790,3,49,130
3791,3,49,22
3792,3,49,101
3793,5,49,90
3794,2,49,113
3795,2,49,33
3796,2,49,114
3797,2,49,102
3798,2,49,112
3799,2,49,125
3800,1,49,108
3801,1,49,119
3802,3,49,117
3803,1,49,67
3804,2,49,99
3805,3,49,16
3806,1,49,19
3807,2,49,89
3808,2,49,79
3809,2,49,127
3810,2,49,134
3811,1,49,141
3812,1,49,142
3813,2,49,140
3814,1,49,3
3815,1,49,136
3816,1,49,43
3817,1,49,121
3818,1,49,135
3819,2,49,36
3820,1,49,81
3821,3,49,66
3822,2,49,73
3823,1,49,83
3824,1,49,14
3825,1,49,71
3826,1,49,6
3827,1,49,103
3828,1,49,96
3829,1,49,65
3830,1,49,48
3831,1,49,30
3832,1,49,139
3833,1,49,97
3834,13,50,70
3835,3,50,108
3836,6,50,32
3837,1,50,12
3838,2,50,95
3839,10,50,98
3840,2,50,140
3841,4,50,73
3842,1,50,133
3843,2,50,5
3844,3,50,109
3845,3,50,96
3846,4,50,42
3847,2,50,82
3848,2,50,124
3849,3,50,134
3850,1,50,63
3851,2,50,117
3852,1,50,57
3853,1,50,20
3854,11,50,101
3855,13,50,26
3856,2,50,115
3857,3,50,107
3858,2,50,127
3859,2,50,142
3860,2,50,110
3861,1,50,75
3862,6,50,94
3863,7,50,100
3864,1,50,126
3865,2,50,111
3866,2,50,1
3867,2,50,60
3868,4,50,69
3869,1,50,74
3870,4,50,62
3871,2,50,114
3872,2,50,84
3873,4,50,52
3874,1,50,38
3875,2,50,97
3876,2,50,91
3877,3,50,37
3878,4,50,40
3879,1,50,129
3880,1,50,54
3881,1,50,88
3882,2,50,128
3883,1,50,66
3884,3,50,67
3885,1,50,16
3886,1,50,121
3887,1,50,36
3888,6,50,45
3889,1,50,104
3890,1,50,25
3891,3,50,14
3892,2,50,103
3893,2,50,59
3894,1,50,83
3895,1,50,41
3896,1,50,79
3897,2,50,22
3898,1,50,141
3899,2,50,46
3900,2,50,92
3901,2,50,31
3902,1,50,27
3903,2,50,123
3904,1,50,139
3905,2,50,7
3906,2,50,30
3907,1,50,122
3908,1,50,136
3909,1,50,89
3910,1,50,55
3911,10,51,9
3912,1,51,140
3913,1,51,55
3914,2,51,69
3915,4,51,28
3916,2,51,27
3917,3,51,137
3918,7,51,11
3919,3,51,100
3920,2,51,91
3921,1,51,23
3922,2,51,6
3923,3,51,134
3924,4,51,94
3925,2,51,22
3926,1,51,90
3927,1,51,56
3928,1,51,53
3929,2,51,10
3930,1,51,63
3931,2,51,60
3932,6,51,45
3933,4,51,136
3934,1,51,21
3935,1,51,109
3936,2,51,114
3937,2,51,115
3938,2,51,19
3939,1,51,105
3940,3,51,98
3941,4,51,70
3942,2,51,7
3943,2,51,125
3944,1,51,14
3945,1,51,80
3946,3,51,66
3947,1,51,38
3948,2,51,65
3949,4,51,103
3950,2,51,36
3951,2,51,84
3952,3,51,82
3953,3,51,26
3954,2,51,83
3955,2,51,37
3956,7,51,42
3957,1,51,72
3958,2,51,111
3959,1,51,54
3960,2,51,47
3961,1,51,5
3962,1,51,131
3963,4,51,107
3964,2,51,32
3965,3,51,130
3966,1,51,127
3967,2,51,119
3968,2,51,40
3969,2,51,78
3970,2,51,141
3971,2,51,92
3972,1,51,79
3973,1,51,86
3974,2,51,57
3975,1,51,102
3976,2,51,41
3977,2,51,67
3978,1,51,30
3979,1,51,3
3980,5,51,128
3981,1,51,51
3982,1,51,144
3983,3,51,108
3984,1,51,52
3985,1,51,81
3986,1,51,4
3987,3,51,73
3988,1,51,29
3989,1,52,103
3990,1,52,136
3991,4,52,52
3992,4,52,105
3993,6,52,107
3994,2,52,131
3995,2,52,25
3996,2,52,144
3997,1,52,9
3998,2,52,74
3999,2,52,90
4000,2,52,111
4001,5,52,45
4002,4,52,16
4003,1,52,77
4004,4,52,73
4005,4,52,42
4006,1,52,92
4007,2,52,5
4008,1,52,26
4009,1,52,115
4010,2,52,129
4011,2,52,54
4012,1,52,121
4013,2,52,87
4014,5,52,91
4015,1,52,89
4016,1,52,31
4017,1,52,19
4018,2,52,21
4019,1,52,80
4020,2,52,70
4021,2,52,75
4022,2,52,47
4023,4,52,134
4024,1,52,126
4025,2,52,81
4026,2,52,143
4027,2,52,112
4028,3,52,130
4029,1,52,49
4030,5,52,32
4031,2,52,116
4032,2,52,76
4033,1,52,40
4034,1,52,100
4035,2,52,95
4036,1,52,108
4037,2,52,41
4038,1,52,141
4039,2,52,142
4040,1,52,114
4041,1,52,99
4042,1,52,113
4043,5,52,10
4044,2,52,66
4045,1,52,128
4046,2,52,84
4047,1,52,3
4048,2,52,18
4049,1,52,140
4050,1,52,83
4051,1,52,125
4052,2,52,15
4053,1,52,28
4054,2,52,17
4055,2,52,22
4056,1,52,38
4057,1,52,67
4058,1,52,93
4059,2,52,127
4060,1,52,11
4061,1,52,34
4062,1,52,59
4063,2,52,29
4064,1,52,37
4065,2,52,69
4066,2,52,117
4067,1,52,44
4068,9,53,45
4069,7,53,101
4070,1,53,72
4071,1,53,31
4072,19,53,98
4073,4,53,41
4074,14,53,32
4075,5,53,52
4076,16,53,70
4077,8,53,107
4078,1,53,36
4079,2,53,91
4080,7,53,42
4081,9,53,94
4082,2,53,74
4083,7,53,108
4084,3,53,85
4085,5,53,114
4086,2,53,117
4087,5,53,134
4088,4,53,23
4089,5,53,83
4090,2,53,9
4091,3,53,69
4092,1,53,121
4093,5,53,67
4094,3,53,130
4095,1,53,123
4096,2,53,59
4097,3,53,99
4098,1,53,17
4099,2,53,66
4100,1,53,30
4101,1,53,44
4102,2,53,76
4103,2,53,96
4104,2,53,129
4105,4,53,73
4106,2,53,34
4107,1,53,127
4108,4,53,142
4109,5,53,84
4110,1,53,53
4111,7,53,26
4112,5,53,95
4113,2,53,124
4114,2,53,92
4115,5,53,37
4116,3,53,128
4117,1,53,110
4118,1,53,62
4119,3,53,14
4120,2,53,16
4121,1,53,25
4122,2,53,104
4123,1,53,77
4124,6,53,103
4125,3,53,140
4126,1,53,8
4127,3,53,22
4128,3,53,144
4129,3,53,136
4130,1,53,131
4131,1,53,139
4132,4,53,5
4133,4,53,90
4134,3,53,125
4135,1,53,93
4136,2,53,10
4137,1,53,89
4138,1,53,35
4139,2,53,46
4140,2,53,6
4141,2,53,113
4142,6,53,100
4143,1,53,54
4144,1,53,111
4145,1,53,3
4146,2,53,109
4147,1,53,7
4148,1,53,79
4149,1,53,1
4150,1,53,49
4151,1,53,122
4152,2,53,97
4153,2,53,116
4154,1,53,80
4155,1,53,137
4156,1,53,27
4157,2,53,28
4158,1,53,43
4159,1,53,82
4160,1,53,102
4161,1,53,118
4162,1,53,105
4163,1,53,143
4164,9,54,101
4165,4,54,95
4166,3,54,116
4167,8,54,98
4168,6,54,111
4169,10,54,70
4170,5,54,19
4171,3,54,6
4172,3,54,134
4173,1,54,84
4174,2,54,137
4175,2,54,73
4176,5,54,9
4177,4,54,131
4178,3,54,26
4179,1,54,92
4180,4,54,100
4181,4,54,121
4182,3,54,108
4183,2,54,23
4184,1,54,53
4185,2,54,39
4186,2,54,17
4187,6,54,45
4188,5,54,105
4189,3,54,114
4190,2,54,31
4191,3,54,99
4192,3,54,16
4193,1,54,18
4194,3,54,13
4195,2,54,90
4196,6,54,11
4197,1,54,87
4198,3,54,28
4199,1,54,94
4200,2,54,139
4201,3,54,82
4202,1,54,113
4203,2,54,22
4204,2,54,37
4205,1,54,140
4206,3,54,107
4207,4,54,59
4208,1,54,51
4209,2,54,32
4210,2,54,42
4211,2,54,132
4212,1,54,20
4213,2,54,36
4214,4,54,103
4215,2,54,67
4216,1,54,71
4217,5,54,69
4218,4,54,78
4219,5,54,115
4220,1,54,5
4221,2,54,110
4222,2,54,76
4223,2,54,41
4224,1,54,127
4225,3,54,61
4226,1,54,62
4227,1,54,117
4228,1,54,96
4229,2,54,68
4230,1,54,25
4231,2,54,124
4232,1,54,40
4233,1,54,56
4234,4,54,128
4235,1,54,133
4236,1,54,47
4237,2,54,142
4238,1,54,8
4239,1,54,77
4240,1,54,136
4241,1,54,135
4242,1,54,72
4243,1,54,81
4244,1,54,143
4245,1,54,46
4246,1,54,60
4247,2,54,104
4248,1,54,129
4249,3,55,139
4250,10,55,107
4251,6,55,45
4252,3,55,32
4253,2,55,53
4254,6,55,134
4255,4,55,100
4256,1,55,42
4257,2,55,67
4258,5,55,81
4259,1,55,69
4260,1,55,109
4261,3,55,27
4262,3,55,7
4263,2,55,138
4264,3,55,40
4265,1,55,84
4266,4,55,41
4267,2,55,106
4268,1,55,98
4269,2,55,128
4270,2,55,19
4271,2,55,103
4272,1,55,5
4273,7,55,140
4274,5,55,137
4275,1,55,73
4276,2,55,59
4277,5,55,99
4278,2,55,105
4279,2,55,54
4280,2,55,28
4281,1,55,92
4282,7,55,108
4283,1,55,58
4284,2,55,52
4285,2,55,76
4286,1,55,46
4287,1,55,23
4288,1,55,8
4289,5,55,9
4290,2,55,86
4291,1,55,47
4292,3,55,141
4293,1,55,51
4294,2,55,136
4295,1,55,121
4296,1,55,56
4297,3,55,18
4298,1,55,15
4299,1,55,4
4300,1,55,11
4301,2,55,142
4302,1,55,55
4303,2,55,91
4304,1,55,66
4305,1,55,94
4306,1,55,90
4307,1,55,31
4308,2,55,17
4309,1,55,61
4310,1,55,62
4311,1,55,101
4312,3,55,37
4313,2,55,10
4314,1,55,3
4315,1,55,34
4316,1,55,102
4317,1,55,79
4318,1,55,95
4319,1,55,64
4320,1,55,82
4321,1,55,60
4322,9,56,45
4323,2,56,9
4324,9,56,102
4325,3,56,136
4326,2,56,114
4327,3,56,83
4328,5,56,115
4329,4,56,90
4330,3,56,91
4331,2,56,59
4332,5,56,19
4333,2,56,69
4334,3,56,5
4335,1,56,7
4336,3,56,142
4337,2,56,67
4338,3,56,101
4339,1,56,25
4340,1,56,74
4341,4,56,37
4342,4,56,70
4343,1,56,28
4344,1,56,23
4345,1,56,15
4346,6,56,98
4347,2,56,134
4348,1,56,40
4349,2,56,2
4350,4,56,55
4351,5,56,127
4352,2,56,18
4353,2,56,88
4354,3,56,132
4355,1,56,47
4356,1,56,143
4357,2,56,46
4358,3,56,117
4359,3,56,119
4360,4,56,73
4361,2,56,32
4362,4,56,128
4363,2,56,131
4364,1,56,94
4365,2,56,97
4366,4,56,31
4367,2,56,79
4368,1,56,81
4369,1,56,41
4370,1,56,8
4371,5,56,77
4372,3,56,54
4373,1,56,103
4374,3,56,1
4375,1,56,33
4376,2,56,124
4377,1,56,135
4378,2,56,126
4379,1,56,49
4380,3,56,129
4381,3,56,76
4382,2,56,11
4383,2,56,75
4384,1,56,61
4385,1,56,43
4386,2,56,111
4387,2,56,66
4388,1,56,112
4389,1,56,56
4390,1,56,20
4391,1,56,34
4392,1,56,26
4393,1,56,27
4394,1,56,109
4395,1,56,123
4396,1,56,125
4397,1,56,39
4398,1,56,80
4399,1,56,3
4400,1,56,118
4401,1,56,42
4402,1,56,21
4403,1,56,122
4404,1,56,93
4405,5,57,100
4406,2,57,115
4407,3,57,114
4408,1,57,57
4409,2,57,127
4410,3,57,134
4411,3,57,45
4412,3,57,14
4413,3,57,140
4414,2,57,137
4415,1,57,8
4416,4,57,94
4417,1,57,60
4418,3,57,142
4419,2,57,40
4420,6,57,107
4421,1,57,37
4422,1,57,7
4423,2,57,98
4424,6,57,42
4425,2,57,136
4426,1,57,52
4427,2,57,39
4428,5,57,5
4429,2,57,66
4430,1,57,31
4431,2,57,104
4432,2,57,22
4433,2,57,62
4434,2,57,131
4435,7,57,41
4436,1,57,26
4437,2,57,55
4438,3,57,19
4439,1,57,23
4440,2,57,28
4441,3,57,99
4442,1,57,138
4443,3,57,141
4444,1,57,132
4445,4,57,101
4446,1,57,29
4447,1,57,102
4448,1,57,77
4449,1,57,79
4450,1,57,144
4451,1,57,17
4452,1,57,70
4453,1,57,15
4454,1,57,83
4455,1,57,95
4456,1,57,76
4457,1,57,139
4458,2,57,69
4459,1,57,126
4460,2,57,16
4461,1,57,106
4462,1,57,93
4463,1,57,13
4464,1,57,47
4465,1,57,36
4466,1,57,130
4467,2,57,124
4468,1,57,129
4469,2,57,108
4470,1,57,54
4471,1,57,33
4472,1,57,125
4473,2,57,80
4474,1,57,143
4475,3,57,32
4476,1,57,87
4477,1,57,118
4478,1,57,91
4479,3,57,121
4480,1,57,58
4481,1,57,105
4482,1,57,11
4483,1,57,59
4484,1,57,112
4485,1,57,97
4486,1,57,119
4487,1,57,128
4488,7,58,75
4489,2,58,9
4490,3,58,103
4491,2,58,79
4492,3,58,137
4493,1,58,125
4494,3,58,111
4495,6,58,76
4496,2,58,91
4497,2,58,117
4498,1,58,31
4499,4,58,131
4500,1,58,85
4501,1,58,35
4502,1,58,32
4503,2,58,132
4504,2,58,141
4505,3,58,94
4506,4,58,47
4507,1,58,110
4508,3,58,102
4509,3,58,90
4510,3,58,138
4511,1,58,30
4512,6,58,45
4513,2,58,113
4514,2,58,73
4515,2,58,37
4516,2,58,55
4517,1,58,121
4518,1,58,104
4519,1,58,98
4520,1,58,100
4521,3,58,127
4522,2,58,11
4523,1,58,53
4524,3,58,129
4525,2,58,136
4526,1,58,17
4527,1,58,77
4528,3,58,63
4529,3,58,89
4530,1,58,38
4531,1,58,66
4532,4,58,74
4533,1,58,14
4534,1,58,107
4535,1,58,41
4536,1,58,18
4537,1,58,142
4538,2,58,34
4539,1,58,78
4540,1,58,61
4541,1,58,27
4542,2,58,28
4543,1,58,67
4544,1,58,115
4545,1,58,133
4546,1,58,25
4547,1,58,68
4548,2,59,105
4549,4,59,39
4550,1,59,88
4551,3,59,62
4552,3,59,134
4553,3,59,94
4554,1,59,36
4555,1,59,26
4556,1,59,8
4557,2,59,138
4558,2,59,3
4559,2,59,9
4560,2,59,37
4561,2,59,144
4562,1,59,114
4563,1,59,87
4564,1,59,16
4565,2,59,47
4566,1,59,61
4567,1,59,98
4568,3,59,108
4569,1,59,95
4570,1,59,106
4571,4,59,107
4572,1,59,53
4573,3,59,102
4574,1,59,136
4575,1,59,66
4576,1,59,119
4577,1,59,100
4578,1,59,73
4579,1,59,49
4580,1,59,25
4581,3,59,28
4582,1,59,63
4583,1,59,78
4584,1,59,27
4585,1,59,128
4586,1,59,125
4587,1,59,11
4588,1,59,52
4589,1,59,69
4590,3,59,79
4591,1,59,112
4592,1,59,99
4593,2,59,141
4594,1,59,103
4595,1,59,41
4596,2,59,59
4597,1,59,132
4598,1,59,10
4599,1,59,91
4600,1,59,45
4601,1,59,111
4602,1,59,93
4603,1,59,77
4604,1,59,58
4605,1,59,6
4606,1,59,71
4607,1,59,15
4608,3,60,136
4609,4,60,99
4610,4,60,29
4611,2,60,128
4612,1,60,129
4613,4,60,115
4614,10,60,73
4615,1,60,110
4616,2,60,78
4617,1,60,127
4618,3,60,125
4619,8,60,32
4620,8,60,42
4621,2,60,130
4622,8,60,47
4623,8,60,41
4624,2,60,89
4625,3,60,10
4626,6,60,79
4627,5,60,11
4628,3,60,57
4629,6,60,16
4630,3,60,121
4631,5,60,139
4632,4,60,111
4633,3,60,84
4634,2,60,70
4635,2,60,138
4636,7,60,67
4637,2,60,17
4638,1,60,72
4639,2,60,92
4640,5,60,134
4641,5,60,31
4642,4,60,100
4643,5,60,52
4644,2,60,142
4645,5,60,141
4646,3,60,95
4647,3,60,68
4648,9,60,45
4649,1,60,60
4650,3,60,28
4651,2,60,13
4652,2,60,80
4653,3,60,93
4654,2,60,22
4655,2,60,140
4656,3,60,40
4657,1,60,30
4658,2,60,135
4659,4,60,39
4660,1,60,82
4661,2,60,85
4662,1,60,3
4663,3,60,114
4664,5,60,98
4665,4,60,108
4666,1,60,83
4667,2,60,133
4668,1,60,65
4669,3,60,34
4670,3,60,66
4671,5,60,9
4672,1,60,77
4673,1,60,56
4674,6,60,109
4675,2,60,131
4676,1,60,106
4677,1,60,23
4678,1,60,88
4679,2,60,20
4680,1,60,91
4681,4,60,102
4682,4,60,116
4683,2,60,62
4684,1,60,103
4685,1,60,5
4686,3,60,37
4687,1,60,63
4688,1,60,6
4689,3,60,74
4690,1,60,44
4691,1,60,118
4692,2,60,55
4693,1,60,19
4694,2,60,18
4695,2,60,90
4696,1,60,137
4697,1,60,53
4698,1,60,26
4699,2,60,107
4700,1,60,69
4701,1,60,14
4702,1,60,76
4703,1,60,46
4704,2,61,90
4705,2,61,134
4706,1,61,25
4707,1,61,84
4708,4,61,94
4709,3,61,73
4710,4,61,102
4711,1,61,16
4712,2,61,89
4713,2,61,99
4714,1,61,125
4715,1,61,39
4716,5,61,31
4717,3,61,87
4718,1,61,75
4719,1,61,107
4720,1,61,95
4721,1,61,131
4722,1,61,11
4723,2,61,112
4724,1,61,74
4725,2,61,140
4726,2,61,67
4727,4,61,5
4728,1,61,66
4729,8,61,45
4730,1,61,19
4731,2,61,76
4732,2,61,14
4733,2,61,70
4734,2,61,144
4735,2,61,59
4736,4,61,52
4737,5,61,69
4738,1,61,42
4739,2,61,113
4740,2,61,109
4741,1,61,17
4742,1,61,2
4743,4,61,142
4744,3,61,127
4745,2,61,108
4746,2,61,80
4747,1,61,85
4748,5,61,136
4749,2,61,22
4750,1,61,43
4751,1,61,40
4752,1,61,116
4753,1,61,61
4754,1,61,54
4755,1,61,9
4756,1,61,29
4757,1,61,118
4758,1,61,138
4759,1,61,36
4760,1,61,41
4761,1,61,143
4762,1,61,23
4763,1,61,132
4764,1,61,110
4765,2,61,34
4766,1,61,117
4767,1,61,86
4768,2,61,100
4769,1,61,56
4770,1,61,88
4771,1,61,58
